CFSAUID,PRUID,PRNAME,all_pharmacies,covid_vaccine_pharmacies,covid_pharms
R2E,"46",Manitoba,"0","0",0.000
R2G,"46",Manitoba,"0","0",0.000
R2H,"46",Manitoba,"0","0",0.000
N2C,"35",Ontario,"7","2",2.000
N2E,"35",Ontario,"13","1",1.000
N2V,"35",Ontario,"10","0",0.000
N2Z,"35",Ontario,"5","0",0.000
V6P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T9X,"48",Alberta,"0","0",0.000
V0L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0V,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0X,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1B,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1C,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1E,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1G,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1H,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1J,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2V,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T2B,"48",Alberta,"0","0",0.000
T2C,"48",Alberta,"0","0",0.000
T2E,"48",Alberta,"0","0",0.000
T6H,"48",Alberta,"0","0",0.000
T6J,"48",Alberta,"0","0",0.000
T3C,"48",Alberta,"0","0",0.000
T3E,"48",Alberta,"0","0",0.000
T3G,"48",Alberta,"0","0",0.000
V4W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4X,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5V,"59",British Columbia / Colombie-Britannique,"0","0",0.000
S7N,"47",Saskatchewan,"0","0",0.000
T6K,"48",Alberta,"0","0",0.000
T6L,"48",Alberta,"0","0",0.000
V3H,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3J,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T8H,"48",Alberta,"0","0",0.000
T8T,"48",Alberta,"0","0",0.000
T8V,"48",Alberta,"0","0",0.000
T8W,"48",Alberta,"0","0",0.000
T9A,"48",Alberta,"0","0",0.000
T9C,"48",Alberta,"0","0",0.000
V8M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V8N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V8P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V8R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T4B,"48",Alberta,"0","0",0.000
T4C,"48",Alberta,"0","0",0.000
T4G,"48",Alberta,"0","0",0.000
T4J,"48",Alberta,"0","0",0.000
T4L,"48",Alberta,"0","0",0.000
V1L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
S7P,"47",Saskatchewan,"0","0",0.000
S7R,"47",Saskatchewan,"0","0",0.000
S7S,"47",Saskatchewan,"0","0",0.000
S7T,"47",Saskatchewan,"0","0",0.000
T5M,"48",Alberta,"0","0",0.000
T5N,"48",Alberta,"0","0",0.000
V3K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6V,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3Z,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4A,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4B,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T4E,"48",Alberta,"0","0",0.000
T4H,"48",Alberta,"0","0",0.000
T5P,"48",Alberta,"0","0",0.000
T5R,"48",Alberta,"0","0",0.000
V2X,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6X,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6Y,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T2G,"48",Alberta,"0","0",0.000
T2H,"48",Alberta,"0","0",0.000
T2J,"48",Alberta,"0","0",0.000
V9Z,"59",British Columbia / Colombie-Britannique,"0","0",0.000
X0B,"62",Nunavut,"0","0",0.000
X0C,"62",Nunavut,"0","0",0.000
X0E,"61",Northwest Territories / Territoires du Nord-Ouest,"0","0",0.000
X0G,"61",Northwest Territories / Territoires du Nord-Ouest,"0","0",0.000
X1A,"61",Northwest Territories / Territoires du Nord-Ouest,"0","0",0.000
Y0A,"60",Yukon,"0","0",0.000
Y0B,"60",Yukon,"0","0",0.000
V4K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1A,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2Y,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5X,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5Y,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T2K,"48",Alberta,"0","0",0.000
T2L,"48",Alberta,"0","0",0.000
T2M,"48",Alberta,"0","0",0.000
T6M,"48",Alberta,"0","0",0.000
Y1A,"60",Yukon,"0","0",0.000
V4C,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4E,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5A,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5B,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5C,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5Z,"59",British Columbia / Colombie-Britannique,"0","0",0.000
S7V,"47",Saskatchewan,"0","0",0.000
S7W,"47",Saskatchewan,"0","0",0.000
S9A,"47",Saskatchewan,"0","0",0.000
S9H,"47",Saskatchewan,"0","0",0.000
S9V,"47",Saskatchewan,"0","0",0.000
S9X,"47",Saskatchewan,"0","0",0.000
T0A,"48",Alberta,"0","0",0.000
T0B,"48",Alberta,"0","0",0.000
T6P,"48",Alberta,"0","0",0.000
T6R,"48",Alberta,"0","0",0.000
T6S,"48",Alberta,"0","0",0.000
T6T,"48",Alberta,"0","0",0.000
V3M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4G,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
S4P,"47",Saskatchewan,"0","0",0.000
S4R,"47",Saskatchewan,"0","0",0.000
S4V,"47",Saskatchewan,"0","0",0.000
S4W,"47",Saskatchewan,"0","0",0.000
S4X,"47",Saskatchewan,"0","0",0.000
T0C,"48",Alberta,"0","0",0.000
T0E,"48",Alberta,"0","0",0.000
T0G,"48",Alberta,"0","0",0.000
T0H,"48",Alberta,"0","0",0.000
T0J,"48",Alberta,"0","0",0.000
T0K,"48",Alberta,"0","0",0.000
T0L,"48",Alberta,"0","0",0.000
T0M,"48",Alberta,"0","0",0.000
T0P,"48",Alberta,"0","0",0.000
T0V,"48",Alberta,"0","0",0.000
T1A,"48",Alberta,"0","0",0.000
T5S,"48",Alberta,"0","0",0.000
T5T,"48",Alberta,"0","0",0.000
V3N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6Z,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T3H,"48",Alberta,"0","0",0.000
T3J,"48",Alberta,"0","0",0.000
T4M,"48",Alberta,"0","0",0.000
T4N,"48",Alberta,"0","0",0.000
T4P,"48",Alberta,"0","0",0.000
T4R,"48",Alberta,"0","0",0.000
T4S,"48",Alberta,"0","0",0.000
T4T,"48",Alberta,"0","0",0.000
T4V,"48",Alberta,"0","0",0.000
T5V,"48",Alberta,"0","0",0.000
T5W,"48",Alberta,"0","0",0.000
V2Z,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7A,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7B,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7C,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T8X,"48",Alberta,"0","0",0.000
T9E,"48",Alberta,"0","0",0.000
V4M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1V,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1X,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1Z,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2A,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2B,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2C,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2E,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2G,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2H,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2J,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3A,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6A,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6B,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6C,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6E,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6G,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T2N,"48",Alberta,"0","0",0.000
T2P,"48",Alberta,"0","0",0.000
T2R,"48",Alberta,"0","0",0.000
T2S,"48",Alberta,"0","0",0.000
T2T,"48",Alberta,"0","0",0.000
V4N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4Z,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5E,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5G,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5H,"59",British Columbia / Colombie-Britannique,"0","0",0.000
S4Y,"47",Saskatchewan,"0","0",0.000
S4Z,"47",Saskatchewan,"0","0",0.000
S6H,"47",Saskatchewan,"0","0",0.000
S6J,"47",Saskatchewan,"0","0",0.000
S6K,"47",Saskatchewan,"0","0",0.000
S6V,"47",Saskatchewan,"0","0",0.000
V6H,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T1B,"48",Alberta,"0","0",0.000
T1C,"48",Alberta,"0","0",0.000
T1G,"48",Alberta,"0","0",0.000
T1H,"48",Alberta,"0","0",0.000
T1K,"48",Alberta,"0","0",0.000
T6V,"48",Alberta,"0","0",0.000
T6W,"48",Alberta,"0","0",0.000
T6X,"48",Alberta,"0","0",0.000
T7A,"48",Alberta,"0","0",0.000
T7E,"48",Alberta,"0","0",0.000
T7N,"48",Alberta,"0","0",0.000
V7S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7V,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V8G,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V8J,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V8K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
S6W,"47",Saskatchewan,"0","0",0.000
S6X,"47",Saskatchewan,"0","0",0.000
S7H,"47",Saskatchewan,"0","0",0.000
T4X,"48",Alberta,"0","0",0.000
T1L,"48",Alberta,"0","0",0.000
T5X,"48",Alberta,"0","0",0.000
T5Y,"48",Alberta,"0","0",0.000
T5Z,"48",Alberta,"0","0",0.000
V3S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3V,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T3M,"48",Alberta,"0","0",0.000
T3N,"48",Alberta,"0","0",0.000
T3P,"48",Alberta,"0","0",0.000
T5A,"48",Alberta,"0","0",0.000
T5B,"48",Alberta,"0","0",0.000
T5C,"48",Alberta,"0","0",0.000
T5E,"48",Alberta,"0","0",0.000
V1Y,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T6A,"48",Alberta,"0","0",0.000
V3B,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3C,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7E,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7G,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7H,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7J,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T9G,"48",Alberta,"0","0",0.000
T9H,"48",Alberta,"0","0",0.000
T9J,"48",Alberta,"0","0",0.000
T9K,"48",Alberta,"0","0",0.000
T9M,"48",Alberta,"0","0",0.000
T9N,"48",Alberta,"0","0",0.000
T9S,"48",Alberta,"0","0",0.000
T9V,"48",Alberta,"0","0",0.000
T9W,"48",Alberta,"0","0",0.000
V0A,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0B,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0C,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0E,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0G,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0H,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0J,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5J,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6J,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T2V,"48",Alberta,"0","0",0.000
T2W,"48",Alberta,"0","0",0.000
T2X,"48",Alberta,"0","0",0.000
T2Y,"48",Alberta,"0","0",0.000
T2Z,"48",Alberta,"0","0",0.000
T3A,"48",Alberta,"0","0",0.000
T3B,"48",Alberta,"0","0",0.000
T3K,"48",Alberta,"0","0",0.000
T3L,"48",Alberta,"0","0",0.000
T3Z,"48",Alberta,"0","0",0.000
T7S,"48",Alberta,"0","0",0.000
T7V,"48",Alberta,"0","0",0.000
T7X,"48",Alberta,"0","0",0.000
V4S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4V,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
S7J,"47",Saskatchewan,"0","0",0.000
S7K,"47",Saskatchewan,"0","0",0.000
T1M,"48",Alberta,"0","0",0.000
T1P,"48",Alberta,"0","0",0.000
T1R,"48",Alberta,"0","0",0.000
T1S,"48",Alberta,"0","0",0.000
T1V,"48",Alberta,"0","0",0.000
T1W,"48",Alberta,"0","0",0.000
T1X,"48",Alberta,"0","0",0.000
T1Y,"48",Alberta,"0","0",0.000
T1Z,"48",Alberta,"0","0",0.000
T2A,"48",Alberta,"0","0",0.000
T7P,"48",Alberta,"0","0",0.000
T7Y,"48",Alberta,"0","0",0.000
T7Z,"48",Alberta,"0","0",0.000
T8A,"48",Alberta,"0","0",0.000
T8B,"48",Alberta,"0","0",0.000
T8C,"48",Alberta,"0","0",0.000
T8E,"48",Alberta,"0","0",0.000
T8G,"48",Alberta,"0","0",0.000
T8L,"48",Alberta,"0","0",0.000
T8N,"48",Alberta,"0","0",0.000
T8R,"48",Alberta,"0","0",0.000
T8S,"48",Alberta,"0","0",0.000
V8A,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V8B,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V8C,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V8L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
S7L,"47",Saskatchewan,"0","0",0.000
S7M,"47",Saskatchewan,"0","0",0.000
T5G,"48",Alberta,"0","0",0.000
T6B,"48",Alberta,"0","0",0.000
T6C,"48",Alberta,"0","0",0.000
T6E,"48",Alberta,"0","0",0.000
T6G,"48",Alberta,"0","0",0.000
V3W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3X,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3Y,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T3R,"48",Alberta,"0","0",0.000
T3S,"48",Alberta,"0","0",0.000
T4A,"48",Alberta,"0","0",0.000
T5H,"48",Alberta,"0","0",0.000
T5J,"48",Alberta,"0","0",0.000
T5K,"48",Alberta,"0","0",0.000
T5L,"48",Alberta,"0","0",0.000
V3E,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3G,"59",British Columbia / Colombie-Britannique,"0","0",0.000
